Date,Open,High,Low,Close,Volume
04 10 2016,103.190002,104.440002,101.860001,102.339996,12143100
05 10 2016,103.5,106.970001,103.43,106.279999,12942900
06 10 2016,104.970001,105.470001,103.879997,105.07,6587700
07 10 2016,103.980003,106.5,103.550003,104.82,8659500
10 10 2016,103.18,104.529999,102.760002,103.330002,6699700
11 10 2016,102.309998,102.900002,99.860001,100.589996,9032900
12 10 2016,100.879997,102.470001,99.220001,99.5,7426500
13 10 2016,98.010002,100.5,97.629997,100.230003,8319300
14 10 2016,101.589996,102.099998,100.349998,101.470001,9531100
17 10 2016,100.5,100.730003,98.379997,99.800003,26589500
18 10 2016,116.629997,119.82,116.5,118.790001,42168200
19 10 2016,118.25,122.449997,118,121.870003,21981700
20 10 2016,121.970001,123.75,121.059998,123.349998,14492800
21 10 2016,122.5,127.849998,122.309998,127.5,18832400
24 10 2016,127.419998,129.289993,126.150002,127.330002,15980700
25 10 2016,126.519997,128.059998,125.75,126.510002,8253900
26 10 2016,126.290001,128.720001,125.75,126.970001,8602400
27 10 2016,127.43,128.179993,125.93,126.470001,6914200
28 10 2016,126.080002,128.929993,126.010002,126.57,7077300
31 10 2016,126.849998,126.900002,124.400002,124.870003,6517500
01 11 2016,124.980003,125.830002,121.800003,123.300003,6978600
02 11 2016,122.830002,124.07,121.830002,122.339996,4816500
03 11 2016,122.309998,123.720001,121.839996,122.139999,5041300
04 11 2016,122,123.43,121.620003,122.029999,5077700
07 11 2016,124.260002,125.75,123.370003,124.580002,5827100
08 11 2016,124.120003,125.809998,123.220001,124.339996,4690800
09 11 2016,121.839996,123.650002,120.860001,122.190002,7705700
10 11 2016,122.760002,122.970001,113.699997,115.419998,19718700
11 11 2016,114.900002,116.629997,113.110001,114.779999,11080300
14 11 2016,114.75,115.900002,110.68,113.379997,9932400
15 11 2016,114.550003,116.410004,113.089996,113.589996,7445100
16 11 2016,112.959999,116.120003,111.809998,115.190002,5933700
17 11 2016,115.129997,116.809998,113.559998,115.029999,6232700
18 11 2016,115.730003,116.419998,113.510002,115.209999,6746800
21 11 2016,116.199997,118.720001,116.190002,117.959999,7064500
22 11 2016,118.32,119.459999,116.980003,118.040001,7007200
23 11 2016,117.760002,118.889999,117.309998,117.690002,4521300
25 11 2016,117.639999,118.389999,117.18,117.410004,1616300
28 11 2016,117.050003,117.620003,115.709999,116.93,5278900
29 11 2016,117.300003,119.18,117.129997,117.510002,7082300
30 11 2016,119,120.370003,116.389999,117,7715100
01 12 2016,117.519997,118.68,113.949997,117.220001,8636900
02 12 2016,116.75,120.980003,116.75,120.809998,8953600
05 12 2016,120.730003,120.75,118.400002,119.160004,7626300
06 12 2016,120.099998,124.790001,119.419998,124.57,11513200
07 12 2016,124.480003,125.75,123.25,125.389999,8204700
08 12 2016,125.400002,126.349998,122.160004,123.239998,8987700
09 12 2016,123.779999,124.300003,121.730003,122.879997,4700800
12 12 2016,122.839996,124.029999,122.300003,122.830002,3917600
13 12 2016,123.510002,125.089996,122.779999,123.779999,5564500
14 12 2016,123.43,124.400002,122.5,123.440002,6110300
15 12 2016,123.440002,127.43,122.949997,125,7376200
16 12 2016,126.389999,126.68,124.010002,124.220001,7868000
19 12 2016,124.300003,126.440002,122.870003,125.449997,4867300
20 12 2016,125.459999,126.300003,124.639999,125.120003,3937800
21 12 2016,125.529999,127.739998,125,126.5,6514800
22 12 2016,126.839996,127.5,125.18,125.580002,4160700
23 12 2016,125.610001,126.279999,125.080002,125.589996,2010400
27 12 2016,126.239998,129.050003,125.699997,128.350006,5288200
28 12 2016,129.070007,129.070007,125.760002,125.889999,4389200
29 12 2016,125.949997,126.139999,124.199997,125.330002,3445100
30 12 2016,126.239998,126.57,123.599998,123.800003,4455400
03 01 2017,124.959999,128.190002,124.309998,127.489998,9437900
04 01 2017,127.489998,130.169998,126.550003,129.410004,7843600
05 01 2017,129.220001,132.75,128.899994,131.809998,10185500
06 01 2017,132.080002,133.880005,129.809998,131.070007,10657900
09 01 2017,131.479996,131.990005,129.889999,130.949997,5771800
10 01 2017,131.270004,132.220001,129.289993,129.889999,5985800
11 01 2017,130.910004,131.5,129.25,130.5,5615100
12 01 2017,130.630005,130.850006,128.5,129.179993,5388900
13 01 2017,131.149994,133.929993,130.580002,133.699997,10515000
